Rank,Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Decade,Critic_Score,User_Score
14575,Hayate no Gotoku! Nightmare Paradise,PlayStation Portable,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14576,NBA 08,PlayStation Portable,Sports,Sony Computer Entertainment,0.03,0.0,0.0,0.0,0.03,2000s,75.0,7.5
14577,Secret Files 2: Puritas Cordis,Nintendo Wii,Adventure,Deep Silver,0.0,0.03,0.0,0.0,0.03,2000s,70.0,tbd
14578,Nanashi no Game Me,Nintendo DS,Action,Square Enix,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14579,Heroes of Hellas 2: Olympia,Nintendo DS,Puzzle,Unknown,0.0,0.03,0.0,0.0,0.03,2000s,Unknown,Unknown
14580,Young Justice: Legacy,Nintendo 3DS,Action,Namco Bandai Games,0.03,0.0,0.0,0.0,0.03,2010s,Unknown,7.1
14581,Syberia,PC,Action,Microids,0.0,0.02,0.0,0.0,0.03,Multi-decade,82.0,8.5
14582,Bladestorm: Nightmare,PlayStation 3,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,7.4
14583,NatGeo Challenge! Wild Life,Xbox 360,Misc,Black Bean Games,0.0,0.02,0.0,0.0,0.03,2000s,Unknown,Unknown
14584,Higurashi no Naku Koro ni Iki,PlayStation Vita,Action,Kaga Create,0.0,0.0,0.03,0.0,0.03,2010s,Unknown,Unknown
14585,HappinessCharge PreCure! Kawarun Collection,Nintendo 3DS,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,2010s,Unknown,Unknown
14586,Battle vs. Chess,PC,Misc,TopWare Interactive,0.0,0.02,0.0,0.01,0.03,Multi-decade,69.0,5.9
14587,Dream Pinball 3D,Nintendo DS,Misc,SouthPeak Games,0.03,0.0,0.0,0.0,0.03,2000s,Unknown,tbd
14588,DICE: DNA Integrated Cybernetic Enterprises,PlayStation 2,Shooter,Namco Bandai Games,0.01,0.01,0.0,0.0,0.03,2000s,48.0,tbd
14589,Battlefield 1942: The WW II Anthology,PC,Shooter,Electronic Arts,0.01,0.01,0.0,0.0,0.03,Multi-decade,Unknown,Unknown
14590,Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,Nintendo DS,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14591,Megpoid the Music#,PlayStation Portable,Misc,Asgard,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14592,Game of Thrones (Telltale),Xbox One,Adventure,Telltale Games,0.03,0.0,0.0,0.0,0.03,2010s,Unknown,Unknown
14593,Wallace & Gromit in Project Zoo,Xbox,Platform,BAM! Entertainment,0.02,0.01,0.0,0.0,0.03,2000s,Unknown,Unknown
14594,Rugby League Live,PlayStation 3,Sports,Home Entertainment Suppliers,0.0,0.02,0.0,0.01,0.03,2000s,Unknown,Unknown
14595,Grid Runner,PlayStation,Action,Virgin Interactive,0.02,0.01,0.0,0.0,0.03,1990s,Unknown,Unknown
14596,Saihai no Yukue,Nintendo DS,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14597,Metal Dungeon,Xbox,Role-Playing,Xicat Interactive,0.02,0.01,0.0,0.0,0.03,2000s,44.0,7.2
14598,Drome Racers,GameCube,Racing,Electronic Arts,0.02,0.01,0.0,0.0,0.03,2000s,54.0,6.6
14599,Guitar Freaks V & DrumMania V,PlayStation 2,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14600,Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,Nintendo DS,Adventure,Level 5,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14601,Driver: Parallel Lines,Nintendo Wii,Racing,Ubisoft,0.01,0.01,0.0,0.0,0.03,2000s,59.0,6
14602,Doom,PC,Shooter,id Software,0.02,0.0,0.0,0.0,0.03,Multi-decade,85.0,8.2
14603,Gekido Advance: Kintaro's Revenge,Game Boy Advance,Action,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,2000s,70.0,7
14604,OZMAFIA!! -vivace-,PlayStation Vita,Adventure,dramatic create,0.0,0.0,0.03,0.0,0.03,2010s,Unknown,Unknown
14605,Girls Only,Nintendo DS,Simulation,Foreign Media Games,0.03,0.0,0.0,0.0,0.03,2000s,Unknown,Unknown
14606,Future Tactics: The Uprising,Xbox,Strategy,JoWood Productions,0.02,0.01,0.0,0.0,0.03,2000s,61.0,tbd
14607,Power Poke Dash,Game Boy Advance,Sports,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14608,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono,Nintendo DS,Misc,D3Publisher,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14609,Detective Opera: Milky Holmes 2,PlayStation Portable,Adventure,BushiRoad,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14610,Turn It Around,Nintendo DS,Action,505 Games,0.03,0.0,0.0,0.0,0.03,2000s,39.0,4.5
14611,Blaze Union: Story to Reach the Future,PlayStation Portable,Role-Playing,Sting,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14612,Attack on Titan (KOEI),Xbox One,Action,Tecmo Koei,0.01,0.01,0.0,0.0,0.03,2010s,Unknown,Unknown
14613,Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,Nintendo 3DS,Role-Playing,Rocket Company,0.0,0.0,0.03,0.0,0.03,2010s,Unknown,Unknown
14614,Race Driver 2006,PlayStation Portable,Racing,Codemasters,0.03,0.0,0.0,0.0,0.03,2000s,81.0,8.5
14615,Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna,Nintendo DS,Adventure,Alchemist,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14616,Buffy the Vampire Slayer: Wrath of the Darkhul King,Game Boy Advance,Action,THQ,0.02,0.01,0.0,0.0,0.03,2000s,44.0,8.6
14617,My Hero Academia: Battle for All,Nintendo 3DS,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,2010s,Unknown,Unknown
14618,Nisekoi: Yomeiri!?,PlayStation Vita,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,2010s,Unknown,Unknown
14619,New Tokyo Legacy: Operation Babel,PlayStation Vita,Role-Playing,5pb,0.0,0.0,0.03,0.0,0.03,2010s,Unknown,Unknown
14620,Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,PlayStation 3,Misc,Unknown,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14621,Rugby League Live 3,Xbox 360,Action,Tru Blu Entertainment,0.0,0.03,0.0,0.0,0.03,2000s,Unknown,7
14622,Triple Pack: Xbox Live Arcade Compilation,Xbox 360,Misc,Microsoft Game Studios,0.03,0.0,0.0,0.0,0.03,2000s,Unknown,tbd
14623,101-in-1 Sports Party Megamix,Nintendo Wii,Sports,Nordcurrent,0.02,0.0,0.0,0.0,0.03,2000s,41.0,tbd
14624,Roadsters,PlayStation,Racing,Titus,0.02,0.01,0.0,0.0,0.03,1990s,Unknown,tbd
14625,The Croods: Prehistoric Party!,Wii U,Misc,D3Publisher,0.01,0.01,0.0,0.0,0.03,2010s,Unknown,Unknown
14626,Exist Archive: The Other Side of the Sky,PlayStation 4,Role-Playing,Aksys Games,0.0,0.0,0.03,0.0,0.03,2010s,69.0,7.9
14627,DeathSmiles II,Xbox 360,Shooter,Cave,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14628,Romance of the Three Kingdoms II,Nintendo 3DS,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,2010s,Unknown,Unknown
14629,Calcio Bit,Game Boy Advance,Sports,Nintendo,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14630,Monsters vs. Aliens,PC,Action,Activision,0.01,0.01,0.0,0.0,0.03,Multi-decade,63.0,6.2
14631,Whiteout,Xbox,Racing,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,2000s,58.0,tbd
14632,Hyakumanton no Bara Bara,PlayStation Portable,Strategy,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14633,Galaxy Angel II: Zettairyouiki no Tobira,PlayStation 2,Strategy,Broccoli,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14634,The Great Mystery Hidden Object Package 5,PC,Adventure,Rondomedia,0.0,0.03,0.0,0.0,0.03,Multi-decade,Unknown,Unknown
14635,1000 Cooking Recipes from ELLE à table,Nintendo DS,Misc,Nintendo,0.0,0.02,0.0,0.0,0.03,2000s,Unknown,Unknown
14636,Hajime no Ippo: The Fighting,Game Boy Advance,Fighting,ESP,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14637,Merv Griffin's Crosswords,Nintendo DS,Puzzle,ValuSoft,0.03,0.0,0.0,0.0,0.03,2000s,Unknown,Unknown
14638,Stellaris,PC,Strategy,Paradox Interactive,0.0,0.03,0.0,0.0,0.03,Multi-decade,78.0,8
14639,Spectral Souls: Resurrection of the Ethereal Empires,PlayStation Portable,Role-Playing,Idea Factory,0.03,0.0,0.0,0.0,0.03,2000s,47.0,8.2
14640,Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,PlayStation Portable,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14641,Syberia II,Xbox,Adventure,Ubisoft,0.02,0.01,0.0,0.0,0.03,2000s,71.0,8.7
14642,PopCap Hits! Vol 2,Xbox 360,Misc,Mastertronic,0.0,0.03,0.0,0.0,0.03,2000s,Unknown,Unknown
14643,Ao no Kanata no Four Rhythm,PlayStation Vita,Adventure,Unknown,0.0,0.0,0.03,0.0,0.03,2010s,Unknown,Unknown
14644,Motor Trend presents Lotus Challenge,Xbox,Racing,Xicat Interactive,0.02,0.01,0.0,0.0,0.03,2000s,61.0,tbd
14645,Mystery Trackers: The Void,PC,Puzzle,Focus Home Interactive,0.0,0.02,0.0,0.01,0.03,Multi-decade,Unknown,tbd
14646,Trine 2,Wii U,Platform,Atlus,0.0,0.03,0.0,0.0,0.03,2010s,Unknown,Unknown
14647,Bleach DS 4th: Flame Bringer,Nintendo DS,Action,Sega,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14648,Pacific Liberator,Nintendo Wii,Action,Zoo Games,0.03,0.0,0.0,0.0,0.03,2000s,Unknown,tbd
14649,Botanicula,PC,Adventure,Daedalic Entertainment,0.0,0.02,0.0,0.0,0.03,Multi-decade,82.0,8.3
14650,Parfait,PlayStation Vita,Adventure,TGL,0.0,0.0,0.03,0.0,0.03,2010s,Unknown,Unknown
14651,Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,Nintendo DS,Adventure,Level 5,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14652,The King of Fighters Portable '94~'98: Chapter of Orochi,PlayStation Portable,Fighting,SNK Playmore,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14653,Puzzle Challenge: Crosswords and More!,Nintendo Wii,Puzzle,Crave Entertainment,0.03,0.0,0.0,0.0,0.03,2000s,Unknown,Unknown
14654,Nisenochigiri: Omoide no Saki e,PlayStation Portable,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14655,Rugby League Live,Xbox 360,Sports,Home Entertainment Suppliers,0.0,0.02,0.0,0.0,0.03,2000s,Unknown,Unknown
14656,Age of Conan: Rise of the Godslayer,PC,Role-Playing,Funcom,0.0,0.02,0.0,0.0,0.03,Multi-decade,83.0,8.4
14657,Totally Spies! Totally Party,PC,Misc,Ubisoft,0.0,0.02,0.0,0.0,0.03,Multi-decade,Unknown,Unknown
14658,Battlefield Vietnam,PC,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.03,Multi-decade,84.0,7.5
14659,In Cold Blood,PlayStation,Adventure,Sony Computer Entertainment,0.02,0.01,0.0,0.0,0.03,1990s,Unknown,Unknown
14660,Mega Minis Volume 2,PlayStation Portable,Misc,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.03,2000s,Unknown,Unknown
14661,Kamigami no Asobi,PlayStation Portable,Adventure,Broccoli,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14662,Fireblade,GameCube,Action,Midway Games,0.02,0.01,0.0,0.0,0.03,2000s,Unknown,tbd
14663,Kong: King of Atlantis,Game Boy Advance,Action,THQ,0.02,0.01,0.0,0.0,0.03,2000s,Unknown,tbd
14664,Kidou Senshi V Gundam,Super Nintendo Entertainment System,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,1990s,Unknown,Unknown
14665,Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,Nintendo DS,Action,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14666,The Settlers II 10th Anniversary,PC,Action,Ubisoft,0.0,0.02,0.0,0.0,0.03,Multi-decade,Unknown,Unknown
14667,Wrestle Angels: Survivor 2,PlayStation 2,Fighting,Tryfirst,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14668,Onechanbara Z Kagura,Xbox 360,Action,D3Publisher,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14669,Ride,PC,Racing,Milestone S.r.l.,0.0,0.03,0.0,0.0,0.03,Multi-decade,68.0,4.8
14670,The King of Fighters 02/03,Xbox,Fighting,SNK Playmore,0.02,0.01,0.0,0.0,0.03,2000s,76.0,tbd
14671,ESPN Winter X Games: Snowboarding 2002,Xbox,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,2000s,71.0,tbd
14672,Betty Boop's Double Shift,Nintendo DS,Puzzle,Zoo Digital Publishing,0.03,0.0,0.0,0.0,0.03,2000s,Unknown,tbd
14673,Warhammer: Mark of Chaos,PC,Strategy,Deep Silver,0.0,0.02,0.0,0.0,0.03,Multi-decade,73.0,7.4
14674,Tsuku Monogatari,PlayStation Portable,Adventure,FuRyu,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14675,Vitamin Z,PlayStation 2,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14676,Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu,PlayStation Portable,Adventure,Alchemist,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14677,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,PlayStation Portable,Adventure,Yeti,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14678,Harukanaru Toki no Naka de 5: Kazahanaki,PlayStation Portable,Role-Playing,Ackkstudios,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14679,Tom and Jerry in War of the Whiskers,Xbox,Fighting,Unknown,0.02,0.01,0.0,0.0,0.03,2000s,Unknown,Unknown
14680,Nobunaga no Yabou DS 2,Nintendo DS,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14681,The IdolM@ster: Gravure For You! Vol. 6,PlayStation 3,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14682,Schlag den Raab,PC,Misc,Namco Bandai Games,0.0,0.02,0.0,0.01,0.03,Multi-decade,Unknown,Unknown
14683,Ghostbusters (2016),PlayStation 4,Action,Activision,0.02,0.0,0.0,0.01,0.03,2010s,Unknown,Unknown
14684,Secrets of the Titanic,Nintendo DS,Action,Avanquest Software,0.0,0.02,0.0,0.0,0.03,2000s,Unknown,Unknown
14685,Metal Saga: Hagane no Kisetsu,Nintendo DS,Role-Playing,Success,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14686,Animaniacs: The Great Edgar Hunt,GameCube,Platform,Ignition Entertainment,0.02,0.01,0.0,0.0,0.03,2000s,65.0,tbd
14687,Safari Adventures: Africa,Nintendo DS,Adventure,Neko Entertainment,0.03,0.0,0.0,0.0,0.03,2000s,Unknown,tbd
14688,Harukanaru Toki no Naka de 6,PlayStation Vita,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,2010s,Unknown,Unknown
14689,Dream Club Zero Portable,PlayStation Vita,Simulation,D3Publisher,0.0,0.0,0.03,0.0,0.03,2010s,Unknown,Unknown
14690,Samurai Warriors 2,PlayStation 3,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14691,Cossacks: European Wars,PC,Strategy,Strategy First,0.0,0.02,0.0,0.0,0.03,Multi-decade,74.0,8.6
14692,The Island of Dr. Frankenstein,Nintendo Wii,Adventure,Storm City Games,0.03,0.0,0.0,0.0,0.03,2000s,26.0,tbd
14693,TV Total Events,Nintendo Wii,Misc,7G//AMES,0.0,0.02,0.0,0.0,0.03,2000s,Unknown,Unknown
14694,Battle Arena Toshinden URA,Sega Saturn,Fighting,Sega,0.0,0.0,0.03,0.0,0.03,1990s,Unknown,Unknown
14695,Darius Burst: Chronicle Saviours,PlayStation Vita,Action,Kadokawa Games,0.0,0.0,0.03,0.0,0.03,2010s,Unknown,Unknown
14696,Biohazard: Revival Selection,Xbox 360,Action,Capcom,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14697,Labyrinth Cross Blood: Infinity,PlayStation Vita,Role-Playing,CyberFront,0.0,0.0,0.03,0.0,0.03,2010s,Unknown,Unknown
14698,Prince of Persia (2008),PC,Action,Ubisoft,0.0,0.02,0.0,0.0,0.03,Multi-decade,Unknown,Unknown
14699,Super Duper Sumos,Game Boy Advance,Action,Unknown,0.02,0.01,0.0,0.0,0.03,2000s,57.0,tbd
14700,HotBrain,PlayStation Portable,Puzzle,Midway Games,0.02,0.0,0.0,0.0,0.03,2000s,Unknown,Unknown
14701,UK Truck Simulator,PC,Simulation,Unknown,0.0,0.03,0.0,0.0,0.03,Multi-decade,Unknown,Unknown
14702,Gudetama: Hanjuku de Tanomuwa,Nintendo 3DS,Action,Rocket Company,0.0,0.0,0.03,0.0,0.03,2010s,Unknown,Unknown
14703,MechAssault: Phantom War,Nintendo DS,Simulation,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,2000s,66.0,4.5
14704,Magicka,PC,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.01,0.03,Multi-decade,74.0,7.6
14705,Star Trek: The Game,PC,Action,Namco Bandai Games,0.0,0.02,0.0,0.0,0.03,Multi-decade,Unknown,Unknown
14706,Moto Racer DS,Nintendo DS,Racing,Nobilis,0.0,0.02,0.0,0.0,0.03,2000s,73.0,tbd
14707,The Last Guy,PlayStation 3,Action,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,2000s,77.0,6.9
14708,Disney Sports Soccer,Game Boy Advance,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,2000s,68.0,tbd
14709,Akane Iro ni Somaru Saka Parallel,PlayStation 2,Adventure,GN Software,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14710,Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,PlayStation Portable,Adventure,Alchemist,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14711,Monster Hunter Frontier Online: Forward 1,Xbox 360,Role-Playing,Capcom,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14712,X3: Terran Conflict,PC,Simulation,Deep Silver,0.0,0.02,0.0,0.01,0.03,Multi-decade,73.0,7.9
14713,Timeshock! Pro Pinball,PlayStation,Misc,Empire Interactive,0.02,0.01,0.0,0.0,0.03,1990s,Unknown,Unknown
14714,Max Payne,Game Boy Advance,Shooter,Take-Two Interactive,0.02,0.01,0.0,0.0,0.03,2000s,78.0,7.8
14715,D1 Professional Drift Grand Prix Series,PlayStation 2,Racing,Yuke's,0.01,0.01,0.0,0.0,0.03,2000s,45.0,tbd
14716,Starry ? Sky: In Winter,PlayStation Portable,Misc,Asgard,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14717,Little Bears,Nintendo DS,Simulation,RTL,0.03,0.0,0.0,0.0,0.03,2000s,Unknown,tbd
14718,Rush Hour,PlayStation,Misc,Psygnosis,0.02,0.01,0.0,0.0,0.03,1990s,Unknown,Unknown
14719,Pro Cast Sports Fishing,Xbox,Sports,Capcom,0.02,0.01,0.0,0.0,0.03,2000s,49.0,tbd
14720,Gintama: Banji Oku Chuubu!,Nintendo Wii,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14721,Aegis of Earth: Protonovus Assault,PlayStation 3,Action,PQube,0.01,0.01,0.0,0.0,0.03,2000s,Unknown,tbd
14722,Saka Agari Hurricane Portable,PlayStation Portable,Adventure,Alchemist,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14723,Negima!? Dream Tactic Yumemiru Otome Princess,PlayStation 2,Strategy,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14724,King Arthur II,PC,Strategy,Paradox Interactive,0.0,0.02,0.0,0.0,0.03,Multi-decade,Unknown,Unknown
14725,Max Payne 2: The Fall of Max Payne,PC,Shooter,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03,Multi-decade,86.0,9
14726,Dakar 2: The World's Ultimate Rally,GameCube,Racing,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03,2000s,Unknown,Unknown
14727,NBA 2K7,Xbox,Sports,Take-Two Interactive,0.02,0.01,0.0,0.0,0.03,2000s,83.0,8.6
14728,Auto Modellista,GameCube,Racing,Capcom,0.02,0.01,0.0,0.0,0.03,2000s,62.0,tbd
14729,Jewel Match 2,Nintendo DS,Puzzle,Easy Interactive,0.0,0.02,0.0,0.0,0.03,2000s,Unknown,Unknown
14730,"Hanayaka Kana, Ware ga Ichizoku Twin Pack",PlayStation Portable,Misc,Idea Factory,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14731,MySims,PC,Simulation,Electronic Arts,0.0,0.02,0.0,0.0,0.03,Multi-decade,70.0,6.4
14732,Guild Wars: Nightfall,PC,Role-Playing,NCSoft,0.0,0.02,0.0,0.01,0.03,Multi-decade,84.0,8.7
14733,Greg Hastings' Tournament Paintball Max'd,Game Boy Advance,Shooter,Activision,0.02,0.01,0.0,0.0,0.03,2000s,Unknown,tbd
14734,Dave Mirra Freestyle BMX 3,Game Boy Advance,Sports,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03,2000s,78.0,tbd
14735,My Animal Centre,Nintendo Wii,Simulation,Deep Silver,0.0,0.02,0.0,0.0,0.03,2000s,Unknown,Unknown
14736,Eco Creatures: Save The Forest,Nintendo DS,Adventure,Rising Star Games,0.03,0.0,0.0,0.0,0.03,2000s,55.0,tbd
14737,Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,Nintendo DS,Adventure,Creative Core,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14738,Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,Nintendo DS,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14739,Dragon Tamer: Sound Spirit,Nintendo DS,Role-Playing,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14740,Frogger: Ancient Shadow,Xbox,Platform,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,2000s,47.0,tbd
14741,Pro Evolution Soccer 2017,Xbox One,Sports,Konami Digital Entertainment,0.0,0.02,0.0,0.0,0.03,2010s,87.0,6.1
14742,La Pucelle: Ragnarok,PlayStation Portable,Role-Playing,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14743,Kiniro no Corda 2 f Encore,PlayStation Portable,Role-Playing,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14744,Darius II,Sega Saturn,Shooter,Taito,0.0,0.0,0.03,0.0,0.03,1990s,Unknown,Unknown
14745,Jewel Quest 5: The Sleepless Star,Nintendo DS,Action,Licensed 4U,0.0,0.02,0.0,0.0,0.03,2000s,Unknown,Unknown
14746,RollerCoaster Tycoon 2: Triple Thrill Pack,PC,Strategy,Atari,0.0,0.02,0.0,0.01,0.03,Multi-decade,Unknown,3.2
14747,Bleach: Soul Carnival 2,PlayStation Portable,Fighting,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14748,ParaParaParadise,PlayStation 2,Misc,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14749,Tiger & Bunny: On-Air Jack!,PlayStation Portable,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14750,Pro Evolution Soccer 2012,Nintendo 3DS,Action,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.03,2010s,Unknown,Unknown
14751,Eureka Seven AO: Jungfrau no Hanabanatachi,PlayStation 3,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14752,Warship Gunner 2,PlayStation 2,Simulation,Tecmo Koei,0.01,0.01,0.0,0.0,0.03,2000s,62.0,8.5
14753,Gotcha Force,GameCube,Shooter,Capcom,0.01,0.0,0.01,0.0,0.03,2000s,56.0,8.2
14754,The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,PlayStation 2,Fighting,Banpresto,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14755,Star Wars The Clone Wars: Republic Heroes,PC,Action,LucasArts,0.0,0.02,0.0,0.0,0.03,Multi-decade,46.0,4.7
14756,CID The Dummy,PlayStation Portable,Platform,Oxygen Interactive,0.02,0.0,0.0,0.0,0.03,2000s,41.0,tbd
14757,Xblaze: Lost Memories,PlayStation Vita,Adventure,Arc System Works,0.02,0.0,0.0,0.01,0.03,2010s,Unknown,7
14758,DiRT Rally,PC,Racing,Codemasters,0.0,0.03,0.0,0.0,0.03,Multi-decade,86.0,8.7
14759,The Perfect Golf,PlayStation,Sports,Seta Corporation,0.0,0.0,0.03,0.0,0.03,1990s,Unknown,Unknown
14760,Let's Sing 2016,PlayStation 4,Action,FuRyu Corporation,0.02,0.0,0.0,0.01,0.03,2010s,Unknown,tbd
14761,Wrestle Kingdom,PlayStation 2,Fighting,Yuke's,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14762,Demon Driver: Time to Burn Rubber!,Game Boy Advance,Racing,Ignition Entertainment,0.02,0.01,0.0,0.0,0.03,2000s,Unknown,Unknown
14763,The Golf Club,Xbox One,Sports,Unknown,0.02,0.0,0.0,0.0,0.03,2010s,64.0,5.4
14764,Bigfoot King of Crush,Nintendo Wii,Racing,Zoo Games,0.02,0.0,0.0,0.0,0.03,2000s,Unknown,tbd
14765,Mojo!,Xbox,Puzzle,DreamCatcher Interactive,0.02,0.01,0.0,0.0,0.03,2000s,Unknown,Unknown
14766,Infinite Stratos 2: Ignition Hearts,PlayStation 3,Adventure,5pb,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
14767,Cabela's Big Game Hunter: Pro Hunts,Xbox 360,Shooter,Activision,0.02,0.0,0.0,0.0,0.03,2000s,Unknown,7.3
14768,Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,PlayStation 2,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,2000s,Unknown,Unknown
